movie_id,substituted_name,description,rating,name,genres
95,,,13448,Broken Arrow (1996),Action Adventure Thriller
1089,,,13428,Reservoir Dogs (1992),Crime Drama Thriller
141,,,13426,"Birdcage, The (1996)",Comedy
1923,,,13389,There's Something About Mary (1998),Comedy Romance
2683,,,13335,Austin Powers: The Spy Who Shagged Me (1999),Action Adventure Comedy
1221,,,13281,"Godfather: Part II, The (1974)",Crime Drama
25,,,13190,Leaving Las Vegas (1995),Drama Romance
1213,,,13188,Goodfellas (1990),Crime Drama
3793,,,13147,X-Men (2000),Action Adventure Sci-Fi
3996,,,13112,"Crouching Tiger, Hidden Dragon (Wu hu zang long) (2000)",Action Adventure Drama Fantasy
924,,,13061,2001: A Space Odyssey (1968),Adventure Sci-Fi
223,,,13057,Clerks (1994),Comedy
293,,,13042,"Léon: The Professional (Léon) (Professional, The) (1994)",Crime Drama Romance Thriller
4226,,,12891,Memento (2000),Crime Drama Mystery Thriller
111,,,12865,Taxi Driver (1976),Crime Drama Thriller
919,,,12851,"Wizard of Oz, The (1939)",Adventure Children Fantasy Musical
1393,,,12796,Jerry Maguire (1996),Drama Romance
1961,,,12784,Rain Man (1988),Drama
300,,,12726,Quiz Show (1994),Drama
36,,,12689,Dead Man Walking (1995),Crime Drama
912,,,12507,Casablanca (1942),Drama Romance
17,,,12464,Sense and Sensibility (1995),Comedy Drama Romance
7153,,,12366,"Lord of the Rings: The Return of the King, The (2003)",Action Adventure Fantasy
1307,,,12301,When Harry Met Sally... (1989),Comedy Romance
2987,,,12157,Who Framed Roger Rabbit? (1988),Adventure Animation Children Comedy Crime Fantasy Mystery
1387,,,12074,Jaws (1975),Action Horror
2706,,,12069,American Pie (1999),Comedy
2,,,12032,Jumanji (1995),Adventure Children Fantasy
440,,,12017,Dave (1993),Comedy Romance
1610,,,12012,"Hunt for Red October, The (1990)",Action Adventure Thriller
1517,,,12009,Austin Powers: International Man of Mystery (1997),Action Adventure Comedy
62,,,11954,Mr. Holland's Opus (1995),Drama
1784,,,11940,As Good As It Gets (1997),Comedy Drama Romance
1206,,,11925,"Clockwork Orange, A (1971)",Crime Drama Sci-Fi Thriller
2918,,,11806,Ferris Bueller's Day Off (1986),Comedy
778,,,11791,Trainspotting (1996),Comedy Crime Drama
750,,,11774,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy War
1208,,,11688,Apocalypse Now (1979),Action Drama War
1682,,,11597,"Truman Show, The (1998)",Drama Fantasy
19,,,11573,Ace Ventura: When Nature Calls (1995),Comedy
3114,,,11533,Toy Story 2 (1999),Adventure Animation Children Comedy Fantasy
474,,,11523,In the Line of Fire (1993),Action Thriller
1259,,,11510,Stand by Me (1986),Adventure Comedy Drama
2916,,,11479,Total Recall (1990),Action Adventure Sci-Fi Thriller
1258,,,11423,"Shining, The (1980)",Horror Thriller
1356,,,11375,Star Trek: First Contact (1996),Action Adventure Sci-Fi Thriller
1101,,,11331,Top Gun (1986),Action Romance
1079,,,11253,"Fish Called Wanda, A (1988)",Comedy Crime
508,,,11246,Philadelphia (1993),Drama
11,,,11239,"American President, The (1995)",Comedy Drama Romance
1584,,,11239,Contact (1997),Drama Sci-Fi
410,,,11224,Addams Family Values (1993),Comedy
1225,,,11118,Amadeus (1984),Drama
1917,,,11046,Armageddon (1998),Action Romance Sci-Fi Thriller
5445,,,11038,Minority Report (2002),Action Crime Mystery Sci-Fi Thriller
2115,,,11020,Indiana Jones and the Temple of Doom (1984),Action Adventure
2355,,,11007,"Bug's Life, A (1998)",Adventure Animation Children Comedy
1220,,,10992,"Blues Brothers, The (1980)",Action Adventure Comedy Musical
1968,,,10932,"Breakfast Club, The (1985)",Comedy Drama
551,,,10928,"Nightmare Before Christmas, The (1993)",Animation Children Fantasy Musical
788,,,10901,"Nutty Professor, The (1996)",Comedy Fantasy Romance Sci-Fi
1222,,,10898,Full Metal Jacket (1987),Drama War
442,,,10861,Demolition Man (1993),Action Adventure Sci-Fi
2174,,,10849,Beetlejuice (1988),Comedy Fantasy
2797,,,10788,Big (1988),Comedy Drama Fantasy Romance
1080,,,10758,Monty Python's Life of Brian (1979),Adventure Comedy
5349,,,10745,Spider-Man (2002),Action Adventure Sci-Fi Thriller
6539,,,10644,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action Adventure Comedy Fantasy
2291,,,10623,Edward Scissorhands (1990),Comedy Drama Fantasy Romance
1246,,,10604,Dead Poets Society (1989),Drama
2710,,,10593,"Blair Witch Project, The (1999)",Horror Thriller
509,,,10585,"Piano, The (1993)",Drama Romance
4886,,,10577,"Monsters, Inc. (2001)",Animation Children Comedy Fantasy
4963,,,10521,Ocean's Eleven (2001),Comedy Crime Thriller
2012,,,10513,Back to the Future Part III (1990),Comedy Sci-Fi Western
1573,,,10436,Face/Off (1997),Action Crime Drama Thriller
1219,,,10384,Psycho (1960),Horror Thriller
368,,,10349,Maverick (1994),Adventure Comedy Western
337,,,10349,What's Eating Gilbert Grape (1993),Drama
594,,,10339,Snow White and the Seven Dwarfs (1937),Animation Children Drama Fantasy Musical
104,,,10156,Happy Gilmore (1996),Comedy
2011,,,10050,Back to the Future Part II (1989),Action Adventure Comedy Sci-Fi
266,,,10022,Legends of the Fall (1994),Drama Romance War Western
2791,,,10012,Airplane! (1980),Comedy
2502,,,9915,Office Space (1999),Comedy Crime
350,,,9879,"Client, The (1994)",Drama Mystery Thriller
6377,,,9863,Finding Nemo (2003),Adventure Animation Children Comedy
317,,,9827,"Santa Clause, The (1994)",Comedy Drama Fantasy
3147,,,9822,"Green Mile, The (1999)",Crime Drama Fantasy
786,,,9821,Eraser (1996),Action Drama Thriller
2000,,,9808,Lethal Weapon (1987),Action Comedy Crime Drama
353,,,9774,"Crow, The (1994)",Action Crime Fantasy Thriller
1391,,,9771,Mars Attacks! (1996),Action Comedy Sci-Fi
1127,,,9759,"Abyss, The (1989)",Action Adventure Sci-Fi Thriller
235,,,9738,Ed Wood (1994),Comedy Drama
4973,,,9681,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy Romance
2700,,,9649,"South Park: Bigger, Longer and Uncut (1999)",Animation Comedy Musical
3897,,,9635,Almost Famous (2000),Adventure Comedy Drama Musical
1732,,,9627,"Big Lebowski, The (1998)",Comedy Crime Mystery Thriller
16,,,9621,Casino (1995),Crime Drama
923,,,9605,Citizen Kane (1941),Drama Mystery
708,,,9604,"Truth About Cats & Dogs, The (1996)",Comedy Romance
4995,,,9575,"Beautiful Mind, A (2001)",Drama Mystery Romance
2329,,,9573,American History X (1998),Crime Drama
4027,,,9445,"O Brother, Where Art Thou? (2000)",Adventure Comedy Crime
1653,,,9437,Gattaca (1997),Drama Sci-Fi Thriller
1374,,,9240,Star Trek II: The Wrath of Khan (1982),Action Adventure Sci-Fi Thriller
2054,,,9230,"Honey, I Shrunk the Kids (1989)",Adventure Children Comedy Fantasy Sci-Fi
1485,,,9222,Liar Liar (1997),Comedy
1407,,,9220,Scream (1996),Comedy Horror Thriller
160,,,9206,Congo (1995),Action Adventure Mystery Sci-Fi
553,,,9195,Tombstone (1993),Action Drama Western
4034,,,9167,Traffic (2000),Crime Drama Thriller
4022,,,9159,Cast Away (2000),Drama
1183,,,9152,"English Patient, The (1996)",Drama Romance War
1247,,,9150,"Graduate, The (1967)",Comedy Drama Romance
420,,,9036,Beverly Hills Cop III (1994),Action Comedy Crime Thriller
1641,,,9019,"Full Monty, The (1997)",Comedy Drama
2617,,,8948,"Mummy, The (1999)",Action Adventure Fantasy Horror Thriller
2640,,,8943,Superman (1978),Action Adventure Sci-Fi
2692,,,8936,Run Lola Run (Lola rennt) (1998),Action Crime Romance
3751,,,8915,Chicken Run (2000),Animation Children Comedy
1304,,,8880,Butch Cassidy and the Sundance Kid (1969),Action Comedy Western
3623,,,8871,Mission: Impossible 2 (2000),Action Thriller
497,,,8851,Much Ado About Nothing (1993),Comedy Romance
6874,,,8848,Kill Bill: Vol. 1 (2003),Action Crime Thriller
2324,,,8842,Life Is Beautiful (La Vita è bella) (1997),Comedy Drama Romance War
1394,,,8839,Raising Arizona (1987),Comedy
904,,,8825,Rear Window (1954),Mystery Thriller
173,,,8794,Judge Dredd (1995),Action Crime Sci-Fi
3408,,,8786,Erin Brockovich (2000),Drama
1288,,,8786,This Is Spinal Tap (1984),Comedy Musical
1090,,,8721,Platoon (1986),Drama War
1380,,,8689,Grease (1978),Comedy Musical Romance
1370,,,8680,Die Hard 2 (1990),Action Adventure Thriller
555,,,8626,True Romance (1993),Action Crime Romance
3977,,,8586,Charlie's Angels (2000),Action Comedy
2194,,,8569,"Untouchables, The (1987)",Action Crime Drama
3481,,,8555,High Fidelity (2000),Comedy Drama Romance
653,,,8551,Dragonheart (1996),Action Adventure Fantasy
832,,,8550,Ransom (1996),Action Crime Drama Thriller
1676,,,8491,Starship Troopers (1997),Action Sci-Fi War
2268,,,8474,"Few Good Men, A (1992)",Crime Drama Thriller
3052,,,8425,Dogma (1999),Adventure Comedy Fantasy
1230,,,8405,Annie Hall (1977),Comedy Romance
908,,,8402,North by Northwest (1959),Adventure Mystery Thriller
7361,,,8393,Eternal Sunshine of the Spotless Mind (2004),Comedy Drama Romance Sci-Fi
1500,,,8380,Grosse Pointe Blank (1997),Comedy Crime Romance Thriller
435,,,8324,Coneheads (1993),Comedy Sci-Fi
1278,,,8297,Young Frankenstein (1974),Action Comedy Horror
784,,,8274,"Cable Guy, The (1996)",Comedy Thriller
920,,,8220,Gone with the Wind (1939),Drama Romance War
1252,,,8211,Chinatown (1974),Crime Film-Noir Mystery Thriller
370,,,8210,Naked Gun 33 1/3: The Final Insult (1994),Action Comedy
1544,,,8190,"Lost World: Jurassic Park, The (Jurassic Park 2) (1997)",Action Adventure Horror Sci-Fi Thriller
2599,,,8179,Election (1999),Comedy
1234,,,8179,"Sting, The (1973)",Comedy Crime
5418,,,8164,"Bourne Identity, The (2002)",Action Thriller
163,,,8161,Desperado (1995),Action Romance Thriller
2712,,,8138,Eyes Wide Shut (1999),Drama
2406,,,8130,Romancing the Stone (1984),Action Adventure Comedy Romance
466,,,8084,Hot Shots! Part Deux (1993),Action Comedy War
7,,,8064,Sabrina (1995),Comedy Romance
520,,,8062,Robin Hood: Men in Tights (1993),Comedy
8961,,,8040,"Incredibles, The (2004)",Action Adventure Animation Children Comedy
1639,,,8020,Chasing Amy (1997),Comedy Drama Romance
3948,,,8012,Meet the Parents (2000),Comedy
432,,,8010,City Slickers II: The Legend of Curly's Gold (1994),Adventure Comedy Western
151,,,7957,Rob Roy (1995),Action Drama Romance War
225,,,7938,Disclosure (1994),Drama Thriller
5378,,,7934,Star Wars: Episode II - Attack of the Clones (2002),Action Adventure Sci-Fi
1148,,,7932,Wallace & Gromit: The Wrong Trousers (1993),Animation Children Comedy Crime
1552,,,7912,Con Air (1997),Action Adventure Thriller
1954,,,7911,Rocky (1976),Action Drama Romance
1608,,,7905,Air Force One (1997),Action Thriller
1625,,,7898,"Game, The (1997)",Adventure Mystery Thriller
2353,,,7891,Enemy of the State (1998),Action Thriller
2699,,,7891,Arachnophobia (1990),Comedy Horror
2302,,,7852,My Cousin Vinny (1992),Comedy
4896,,,7834,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure Children Fantasy
1207,,,7812,To Kill a Mockingbird (1962),Drama
2081,,,7802,"Little Mermaid, The (1989)",Animation Children Comedy Musical Romance
1266,,,7799,Unforgiven (1992),Drama Western
196,,,7796,Species (1995),Horror Sci-Fi
3,,,7790,Grumpier Old Men (1995),Comedy Romance
1035,,,7787,"Sound of Music, The (1965)",Musical Romance
2985,,,7765,RoboCop (1987),Action Crime Sci-Fi
1358,,,7733,Sling Blade (1996),Drama Thriller
3471,,,7726,Close Encounters of the Third Kind (1977),Adventure Drama Sci-Fi
1028,,,7714,Mary Poppins (1964),Children Comedy Fantasy Musical
3175,,,7713,Galaxy Quest (1999),Adventure Comedy Sci-Fi
2321,,,7655,Pleasantville (1998),Comedy Drama Fantasy
6365,,,7646,"Matrix Reloaded, The (2003)",Action Sci-Fi Thriller
3176,,,7637,"Talented Mr. Ripley, The (1999)",Drama Mystery Thriller
485,,,7624,Last Action Hero (1993),Action Adventure Comedy Fantasy
494,,,7613,Executive Decision (1996),Action Adventure Thriller
5060,,,7605,M*A*S*H (a.k.a. MASH) (1970),Comedy Drama War
112,,,7587,Rumble in the Bronx (Hont faan kui) (1995),Action Adventure Comedy Crime
5989,,,7573,Catch Me If You Can (2002),Crime Drama
7438,,,7555,Kill Bill: Vol. 2 (2004),Action Drama Thriller
2395,,,7548,Rushmore (1998),Comedy Drama
3527,,,7527,Predator (1987),Action Sci-Fi Thriller
1094,,,7527,"Crying Game, The (1992)",Drama Romance War
1233,,,7507,"Boat, The (Das Boot) (1981)",Action Drama War
903,,,7491,Vertigo (1958),Drama Mystery Romance Thriller
953,,,7485,It's a Wonderful Life (1946),Drama Fantasy Romance
2657,,,7483,"Rocky Horror Picture Show, The (1975)",Comedy Horror Musical Sci-Fi
172,,,7473,Johnny Mnemonic (1995),Action Sci-Fi Thriller
802,,,7462,Phenomenon (1996),Drama Romance
4011,,,7456,Snatch (2000),Action Comedy Crime Thriller
265,,,7433,Like Water for Chocolate (Como agua para chocolate) (1992),Drama Romance
1396,,,7424,Sneakers (1992),Action Crime Drama Sci-Fi
1320,,,7408,Alien³ (1992),Action Horror Sci-Fi Thriller
1376,,,7373,Star Trek IV: The Voyage Home (1986),Adventure Comedy Sci-Fi
236,,,7360,French Kiss (1995),Action Comedy Romance
1199,,,7357,Brazil (1985),Comedy Fantasy Romance Sci-Fi
1673,,,7355,Boogie Nights (1997),Drama
1777,,,7345,"Wedding Singer, The (1998)",Comedy Romance
552,,,7334,"Three Musketeers, The (1993)",Action Adventure Comedy
48,,,7313,Pocahontas (1995),Animation Children Musical Romance
6333,,,7312,X2: X-Men United (2003),Action Adventure Sci-Fi Thriller
2542,,,7296,"Lock, Stock & Two Smoking Barrels (1998)",Comedy Crime Thriller
2001,,,7281,Lethal Weapon 2 (1989),Action Comedy Crime Drama
3253,,,7281,Wayne's World (1992),Comedy
168,,,7232,First Knight (1995),Action Drama Romance
2006,,,7231,"Mask of Zorro, The (1998)",Action Adventure Romance
4878,,,7225,Donnie Darko (2001),Drama Mystery Sci-Fi Thriller
543,,,7210,So I Married an Axe Murderer (1993),Comedy Romance Thriller
2529,,,7168,Planet of the Apes (1968),Action Drama Sci-Fi
3081,,,7139,Sleepy Hollow (1999),Fantasy Horror Mystery Romance
5,,,7135,Father of the Bride Part II (1995),Comedy
3753,,,7132,"Patriot, The (2000)",Action Drama War
70,,,7119,From Dusk Till Dawn (1996),Action Comedy Horror Thriller
3994,,,7109,Unbreakable (2000),Drama Sci-Fi Thriller
1201,,,7107,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action Adventure Western
1997,,,7101,"Exorcist, The (1973)",Horror Mystery
596,,,7100,Pinocchio (1940),Animation Children Fantasy Musical
6711,,,7096,Lost in Translation (2003),Comedy Drama Romance
1377,,,7089,Batman Returns (1992),Action Crime Fantasy Mystery Romance Thriller
1408,,,7073,"Last of the Mohicans, The (1992)",Action Romance War Western
2804,,,7065,"Christmas Story, A (1983)",Children Comedy
158,,,7045,Casper (1995),Adventure Children
1250,,,7021,"Bridge on the River Kwai, The (1957)",Adventure Drama War
3418,,,6992,Thelma & Louise (1991),Action Adventure Comedy Crime Drama Romance
8636,,,6984,Spider-Man 2 (2004),Action Adventure Sci-Fi
282,,,6977,Nell (1994),Drama
58,,,6951,"Postman, The (Postino, Il) (1994)",Comedy Drama Romance
342,,,6947,Muriel's Wedding (1994),Comedy
376,,,6892,"River Wild, The (1994)",Action Thriller
1242,,,6882,Glory (1989),Action Drama War
186,,,6876,Nine Months (1995),Comedy Romance
315,,,6857,"Specialist, The (1994)",Action Drama Thriller
1302,,,6773,Field of Dreams (1989),Drama
1204,,,6773,Lawrence of Arabia (1962),Adventure Drama War
805,,,6771,"Time to Kill, A (1996)",Drama Thriller
1215,,,6768,Army of Darkness (1993),Action Adventure Comedy Fantasy Horror
2671,,,6762,Notting Hill (1999),Comedy Romance
2470,,,6718,Crocodile Dundee (1986),Adventure Comedy
471,,,6706,"Hudsucker Proxy, The (1994)",Comedy Drama Fantasy Romance
2100,,,6697,Splash (1984),Comedy Fantasy Romance
2763,,,6690,"Thomas Crown Affair, The (1999)",Action Mystery
33794,,,6662,Batman Begins (2005),Action Crime
1282,,,6647,Fantasia (1940),Animation Children Fantasy Musical
913,,,6637,"Maltese Falcon, The (1941)",Film-Noir Mystery
2890,,,6629,Three Kings (1999),Action Adventure Comedy Drama War
8360,,,6583,Shrek 2 (2004),Adventure Animation Children Comedy Musical Romance
628,,,6579,Primal Fear (1996),Crime Drama Thriller
145,,,6562,Bad Boys (1995),Action
1674,,,6550,Witness (1985),Drama Romance Thriller
1722,,,6509,Tomorrow Never Dies (1997),Action Romance Thriller
529,,,6505,Searching for Bobby Fischer (1993),Drama
515,,,6499,"Remains of the Day, The (1993)",Drama Romance
1909,,,6497,"X-Files: Fight the Future, The (1998)",Action Crime Mystery Sci-Fi Thriller
5816,,,6488,Harry Potter and the Chamber of Secrets (2002),Adventure Children Fantasy
852,,,6439,Tin Cup (1996),Comedy Drama Romance
246,,,6438,Hoop Dreams (1994),Documentary
1372,,,6402,Star Trek VI: The Undiscovered Country (1991),Action Mystery Sci-Fi
1876,,,6342,Deep Impact (1998),Drama Sci-Fi Thriller
745,,,6332,Wallace & Gromit: A Close Shave (1995),Animation Children Comedy
3448,,,6310,"Good Morning, Vietnam (1987)",Comedy Drama War
3160,,,6247,Magnolia (1999),Drama
22,,,6222,Copycat (1995),Crime Drama Horror Mystery Thriller
345,,,6215,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy Drama
252,,,6212,I.Q. (1994),Comedy Romance
1645,,,6169,"Devil's Advocate, The (1997)",Drama Horror Thriller
2167,,,6140,Blade (1998),Action Horror Thriller
1275,,,6127,Highlander (1986),Action Adventure Fantasy
5669,,,6127,Bowling for Columbine (2002),Documentary
4246,,,6120,Bridget Jones's Diary (2001),Comedy Drama Romance
1092,,,6109,Basic Instinct (1992),Mystery Thriller
3033,,,6064,Spaceballs (1987),Comedy Sci-Fi
1276,,,6049,Cool Hand Luke (1967),Drama
1729,,,6046,Jackie Brown (1997),Crime Drama Thriller
1748,,,6044,Dark City (1998),Adventure Fantasy Film-Noir Sci-Fi Thriller
1285,,,6027,Heathers (1989),Comedy
2003,,,6024,Gremlins (1984),Comedy Horror
333,,,6002,Tommy Boy (1995),Comedy
4979,,,6000,"Royal Tenenbaums, The (2001)",Comedy Drama
3421,,,5998,Animal House (1978),Comedy
785,,,5997,Kingpin (1996),Comedy
1375,,,5979,Star Trek III: The Search for Spock (1984),Action Adventure Sci-Fi
2424,,,5974,You've Got Mail (1998),Comedy Romance
1333,,,5955,"Birds, The (1963)",Horror
44,,,5952,Mortal Kombat (1995),Action Adventure Fantasy
2947,,,5946,Goldfinger (1964),Action Adventure Thriller
261,,,5937,Little Women (1994),Drama
1088,,,5928,Dirty Dancing (1987),Drama Musical Romance
1690,,,5923,Alien: Resurrection (1997),Action Horror Sci-Fi
2701,,,5909,Wild Wild West (1999),Action Adventure Comedy Fantasy Sci-Fi Western
52,,,5887,Mighty Aphrodite (1995),Comedy Drama Romance
1747,,,5885,Wag the Dog (1997),Comedy
2407,,,5873,Cocoon (1985),Comedy Sci-Fi
969,,,5852,"African Queen, The (1951)",Adventure Comedy Romance War
32587,,,5851,Sin City (2005),Action Crime Film-Noir Thriller
4308,,,5818,Moulin Rouge (2001),Drama Musical Romance
910,,,5816,Some Like It Hot (1959),Comedy Crime
783,,,5803,"Hunchback of Notre Dame, The (1996)",Animation Children Musical
3949,,,5778,Requiem for a Dream (2000),Drama
1597,,,5769,Conspiracy Theory (1997),Drama Mystery Romance Thriller
2019,,,5751,Seven Samurai (Shichinin no samurai) (1954),Action Drama
1060,,,5686,Swingers (1996),Comedy Drama
105,,,5676,"Bridges of Madison County, The (1995)",Drama Romance
1466,,,5669,Donnie Brasco (1997),Crime Drama
45,,,5652,To Die For (1995),Comedy Drama Thriller
1084,,,5651,Bonnie and Clyde (1967),Crime Drama
661,,,5626,James and the Giant Peach (1996),Animation Children Fantasy Musical
198,,,5604,Strange Days (1995),Action Crime Drama Mystery Sci-Fi Thriller
1262,,,5597,"Great Escape, The (1963)",Action Adventure Drama War
2770,,,5551,Bowfinger (1999),Comedy
585,,,5516,"Brady Bunch Movie, The (1995)",Comedy
762,,,5512,Striptease (1996),Comedy Crime
1263,,,5457,"Deer Hunter, The (1978)",Drama War
3101,,,5457,Fatal Attraction (1987),Drama Thriller
1059,,,5440,William Shakespeare's Romeo + Juliet (1996),Drama Romance
4370,,,5381,A.I. Artificial Intelligence (2001),Adventure Drama Sci-Fi
